Index,L1,L2,L3,L4,L5,L6,L7,L8,L9,A1,A2,A3,A4,A5,A6,A7,A8,R1,R2,R3,R4,R5,R6,R7,R8,t,L,max_load (N)
3480,2.4,5.8,17.9,5.6,2.7,25.5,29.5,0.26,1.03,100.59,97.5,100.19,100.8,97.02,101.58,94.35,105.35,7.6,7.4,7.8,7.6,6.6,6.4,7.6,6.6,1.6,924,15123.5654296875
11950,6.8,6.6,16.5,3.5,2.6,27,27.5,2.83,1.9,100,96.83,103.07,102.68,105.67,98.31,100.5,100.1,6.2,7,7,7.6,7.2,7.4,6.2,7.2,1.5,968,16051.138671875
14904,2.6,10.1,1.6,12.6,1,32,28,-12.34,1.09,96.82,89.98,97.47,92.98,91.42,88.3,94.33,83.02,7.4,7.2,8,6.6,7.2,6.8,6.6,6.6,1.5,944,11744.8076171875
13504,9.7,11.8,29,9.2,11.1,26.5,31,-3.76,-5.06,100.29,99.28,102.68,103.43,96.33,94.12,110.89,107.35,6.2,7.4,7.6,6,6,6,7.8,7.4,1.6,1008,8733.8515625
3932,17.3,9.6,25.4,11.3,13.9,35,27.5,-3.18,0.62,90.12,89.16,90.1,90.63,90.74,94.94,83.75,84.93,7.2,6,7.4,7.2,6.8,6.2,7.8,7.2,1.6,952,9312.548828125
16817,3.7,2.2,21.1,3.1,2.2,33,28.5,0.26,1.02,100.19,99.45,100.98,99.8,99.98,101.68,94.35,104.83,6.6,6.4,8,7.4,6.2,7,6.4,6.4,1.3,992,11653.0830078125
15296,1.7,1.6,1.3,0.4,5.8,33,31.5,-3.11,0,65.25,96.5,103.09,104.44,101.09,101.8,100.18,60.86,6.4,7.2,6,6.4,6.6,6.6,7.6,7.4,1.5,1022,8955.5244140625
7523,6.7,8.3,12.2,6.1,6.6,28,28.5,2.69,1.97,99.3,100.16,102.65,104.54,101.74,100.48,102.31,101.5,6.6,7.6,7.6,7.4,7.8,6,6.8,6.6,1.7,922,9835.8408203125
7161,5.6,0.3,2.8,0.6,7.1,31,31,3.12,4.66,131.22,114.33,120.25,124.17,124.03,125.97,110.49,119.24,6.4,7.6,7.6,8,7.6,6.6,7,7.6,1.8,964,29651.8046875
7613,6,8.5,20.5,13.1,11.4,33,30.5,0.29,-0.82,95.8,94.06,101.71,105.82,96.77,99.36,92.51,96.19,6.4,7,6.4,6.6,7,7.6,6.6,6.6,1.4,1036,8138.18505859375
13779,14.7,4.3,21.2,6.4,15.6,34,26.5,3.15,-7.28,96.59,97.02,97.61,97.51,100.6,100.6,97.81,99.97,7,6.2,6,7.4,6.4,6.8,6.6,7,1.5,902,8977.048828125
8506,1.6,6.6,21.7,8.4,3.3,28,25.5,0.26,1.09,102.01,96.14,98.41,98.1,99.29,101.37,94.16,103.48,6,6.4,6.4,6.4,7,6.6,7,7,1.6,924,8626.146484375
3096,3.1,2.9,2.2,0.9,4.7,34.5,29,-3.09,0,65.84,95.25,103.92,103.82,99.97,99.97,98.21,60.2,6.4,6,7.2,6.8,6,6.2,7.4,7.2,1.6,968,10447.4052734375
7293,5.5,5.6,1.8,2.3,5.3,31.5,34.5,3.89,0.74,103.62,104.78,101.9,99.88,104.38,90.06,114.15,108.33,6.8,6.4,8,8,7.4,7.4,7,7,1.4,984,8971.5947265625
13071,1.5,4.3,19.4,3.8,0.2,33,28.5,0.23,1.08,100.39,97.01,97.81,98.5,99.78,101.78,95.4,102.02,6.4,6,6,6,7.2,7.6,7.6,7.6,1.8,996,11803.4384765625
6307,1.6,3.1,0.8,3.2,4.9,27.5,25,3.82,3.25,95.73,108.81,84.99,103.08,96.14,106.01,89.96,99.7,8,7,8,6.4,7.8,7,6.2,6.4,1.3,1030,7339.33447265625
6618,1.3,12.2,3.2,3.3,5.7,27,31,0.59,0,70.69,102.62,107.85,119.79,95.42,111.01,94.42,68.31,8,7.6,7.2,6.4,7.8,8,6,7.8,1.7,1014,20723.09765625
15215,4.8,1.8,1.7,0.6,10.8,31,28,3.23,0,67.91,96.14,99.27,93.92,110.61,101.8,101,96.73,6.6,7.2,6.4,7.6,7.8,7.4,6.6,7.8,1.3,1020,7047.94384765625
4525,6.1,5.8,2.1,5.9,0.1,30.5,33.5,4.2,1.47,98.7,97.75,97.51,99.5,104.43,101.09,98,98.01,6.4,7,7.2,7.6,7.2,7.4,6.8,7.2,1.8,1042,11283.9169921875
4036,4.6,10.6,22.7,11.3,10.5,30.5,31.5,0.29,-0.72,95.13,93.3,100.5,106.56,96.1,97.99,93.36,95.62,6.6,6.6,6.4,6.6,6.2,7.2,7,6.8,1.3,900,9658.2958984375
434,0.2,6.6,21,4.6,0.6,28.5,33,0.26,0.93,100.19,96.62,98.6,100.2,98.01,101.88,94.92,102.75,7,6.2,6.2,7.8,6,8,7.2,6.6,1.7,940,17761.208984375
12509,2.7,3.2,23.5,5.7,4.7,26,33.5,0.27,1.02,100.19,95.84,100.88,101.4,99.68,100.76,97.31,103.79,6.8,6.4,6.6,7.8,7,6.2,6.8,6,1.5,958,8114.1845703125
16006,3.1,7.9,22.4,6.7,0.6,28.5,30.5,0.23,0.92,99.98,98.08,97.91,99.6,99.78,100.96,94.54,104.83,6.6,6,6.4,7.2,7.6,6.4,6,6.6,1.6,928,17003.484375
5770,1,0.5,2.6,2.6,6.4,29,25,2.93,4.18,127.61,114.45,124.54,124.29,121.6,125.71,112.48,115.38,7.8,7.6,6.6,7.8,8,7.2,6.2,7.2,1.6,934,11057.837890625
12165,19.2,5.1,32.1,2,18.6,25,33,23.47,0.29,99.97,97.71,150.52,154.45,143.24,146.59,103.22,103.94,7,7.6,7,6.2,8,6.6,6.2,7.2,1.6,958,23137.85546875
14444,3.3,11.4,3.8,3.3,3.5,30,26,0.58,0,71.54,100.08,108.17,118.82,94.01,111.57,94.51,68.92,7,6.4,7.6,6.2,6,6.4,6,6,1.8,1052,23165.501953125
5554,7.2,5.3,0.6,2.9,5.3,27,30,3.65,4.36,100.09,93.72,107.7,101.9,103.73,102.11,95.29,97.81,6.2,6,6,8,6.8,6.4,7.8,7.2,1.4,934,14767.3994140625
13281,5.6,3.3,0.5,1.2,1.6,26.5,25.5,3.68,3.03,97.76,108.27,86.44,102.15,98.59,108.05,90.95,99.3,7.8,8,6.8,7.4,8,7.8,6.2,6.4,1.2,976,6697.8896484375
7530,3.2,12.6,2.5,9.3,4.5,31.5,31,0,-3.69,118.44,110.48,87.46,103.14,100.67,118.33,82.18,91.85,7.8,6.4,7.8,7.2,7.2,7,7.8,6.8,1.3,998,8176.5029296875
5647,2.3,8.5,3,11.4,1.5,27.5,27.5,0,-4.06,116.91,110.59,88.43,106.49,98.8,120.5,83.33,90.84,6.4,7,6.2,7.4,6.6,7.2,7,7.6,1.2,940,5972.5400390625
4633,2.4,6.6,1.6,0.6,3,25,35,0.59,0,69.69,103.23,108.39,120.76,92.41,112.02,96.5,66.68,7.2,7.2,6,7,6.6,6.4,8,6,1.6,912,13551.9970703125
397,1.3,2.3,1.4,2.3,2.1,29.5,29,3.62,1.52,100.89,96.4,98.78,97.22,101.44,99,97.61,97.61,8,7.2,6.2,6.4,7.4,6.8,6.4,7.2,1.4,928,7925.10009765625
16214,3.8,3,2.7,0.2,7.8,25.5,34.5,2.88,4.77,130.83,115.12,121.23,129.11,119.65,127.87,108.5,116.9,8,6.2,6.2,7,6,8,7.6,7.4,1.3,940,12761.7841796875
6544,8.6,12.6,18.1,13.8,6.7,29,33.5,0.29,-0.75,94.55,96.91,101.81,103.5,96,98.97,94.78,95.24,6,7.6,7.6,6.4,7.6,7.2,6.2,8,1.8,970,17639.0703125
11822,5.2,0.4,1.8,3.4,2.1,31.5,30,3.79,4.34,99.59,90.85,106.33,99.8,102.91,99.67,95.48,100.07,7.6,6.4,6,7,8,7.4,7,6.8,1.3,976,11461.37890625
8661,0.2,6.4,17.9,8.1,2.5,29,26.5,0.27,0.92,101.2,96.04,97.81,98.8,99.68,104.34,95.97,102.54,7,6.8,7.2,7.6,6,6.2,7.8,7.8,1.3,1028,10391.0771484375
7960,7.9,8.9,10.2,9.2,3.6,30.5,31.5,18.2,-2.89,99.58,99.07,130.24,130.43,126.61,125.64,103.82,102.39,7.6,6.2,6.8,6.8,7.4,7,7.2,8,1.8,916,22195.03125
154,2.7,6.4,1.5,3.3,2.8,34.5,29,1.93,-4.66,99.29,102.52,100.49,102.81,104.83,98.19,106.44,101.85,6.8,6.2,7.4,7.8,6,6.6,6,7.6,1.4,914,14334.7822265625
16836,5.5,0.6,0.5,5.5,4.6,27,25.5,4.32,0.77,103.41,106.99,98.6,97.71,108,91.71,113.03,109.19,6.6,6,7,7.2,8,6.2,6.4,8,1.3,946,7236.828125
8094,2.7,3.4,4.3,5.2,5.7,34,31,4.26,0.87,101.56,104.78,99.4,97.52,106.29,90.79,114.83,107.9,6.8,7.6,6.4,6,6.2,6.2,8,6.6,1.6,1018,13096.876953125
301,2.8,4.6,4.4,1.3,4.3,34.5,25,3.92,0.73,104.34,105.31,98.3,96.73,105.76,92.81,111.33,108.76,7.4,6.2,7.4,7.8,7.8,7.2,7.8,7.2,1.3,916,9821.470703125
3321,1.2,6.3,0.3,8.3,2.3,29.5,27,2.08,-4.68,99.19,100.09,100.69,102.71,106.28,98.29,109.12,101.33,6,7.8,6.2,6.6,6.4,7.2,6.2,7.2,1.5,1030,11753.244140625
11367,9,13.9,24.6,9.1,12,31.5,35,-3.51,-5.15,100.99,97.91,104.75,102.81,95.55,94.68,111,107.99,6.8,8,6,7.2,6.4,7.4,7,6.6,1.7,912,14986.548828125
3221,17.5,2.3,34.1,1.1,19,30.5,25.5,22.27,0.31,99.48,100.69,153.87,151.52,140.11,146.74,101.07,103.83,7.6,7,8,7.4,7.2,7,6,6.4,1.4,988,19235.314453125
16033,4.5,1,0.4,0.6,10.7,26,26,2.95,4.77,127.1,113.54,124.91,127.46,121.84,125.71,112.04,119.24,7.2,7.8,7.2,6.6,7,6.2,7.8,7.2,1.6,944,13960.203125
7132,2.1,2.5,1.2,0.3,10.1,26.5,27,3.22,4.39,128.9,113.88,124.79,124.8,120.75,127.23,109.27,118.54,7.4,6.4,7,6.4,8,7.6,7.8,7,1.6,1048,18770.796875
1133,19.6,8.8,22.3,8.4,16.1,25,30.5,3.65,-8.03,96.88,99.86,98.68,97.12,101.4,97.91,100.19,98.79,7.8,6.2,7.4,6.4,7,7.8,6,6,1.6,1040,20919.125
12388,8.1,4.1,11.1,8.4,6.5,31,32.5,2.77,2.06,98.8,98.1,103.17,105.36,104.74,97.12,99.5,100.2,6.8,6.4,7.6,7,7.2,6.8,7.2,7.4,1.4,996,11241.728515625
14576,5.8,8.2,16.1,6.9,1.8,27.5,28.5,2.45,1.77,98.7,97.41,105.04,104.64,103.08,98.31,99.6,99.2,7.6,6.6,7.6,6,6.8,7.4,6.4,6.4,1.3,970,6642.15283203125
13970,3.9,7.9,14.4,7.5,5.5,31,32,2.43,1.74,100.39,99.28,105.87,103.19,103.81,99.19,101.3,101.7,7.8,6.8,6.6,6.8,8,7.4,6.2,6.2,1.8,972,15822.8515625
3049,3.7,1.4,6,3.2,3.6,30,27,4.26,5.59,100.5,92.22,101.9,96.92,104.86,97.7,95.16,101,6.6,8,7.6,7.6,7.8,7.4,7.8,7,1.2,1044,10517.81640625
11103,0.5,4.5,2.6,5.1,0.5,29,28.5,1.82,-5.04,96.73,101.5,99.27,102.2,105.45,97.31,109.12,105.16,6.8,6.4,6,8,7.6,7.8,6.4,6,1.3,1030,8854.59375
3922,3.8,7.3,13,3.5,4.5,25,32.5,2.58,-9.04,102.72,102.7,101.5,104.55,101.3,102.72,99.7,102.61,6.2,6.2,6.4,6.6,6.6,7,6.8,6.6,1.5,942,15524.8583984375
15283,5.8,6.5,23.1,3,2.7,32,34,0.26,0.9,101.5,98.57,100.39,99.1,99.98,102.91,95.4,105.87,7.6,7.4,6,8,7.2,7.4,6.4,7.4,1.7,956,11904.4775390625
943,5.2,8.5,0.6,10.7,3,26.5,28.5,0,-4.1,116.44,113.18,88.26,103.56,100.48,122.67,81.53,94.26,6.6,7.8,7,6.6,6.8,7.4,7.8,7.8,1.7,1008,22016.65234375
3437,5.7,8,8.7,6.4,3.3,35,32.5,21.88,-3.3,99.68,97.12,130.37,131.73,127.51,127.05,102.18,104.24,7.2,6.4,7.6,7.6,6,7.2,7,6.8,1.8,990,20865.802734375
14806,5.3,6.3,0.3,2.6,2.4,26,33.5,3.94,0.73,104.75,105.31,99.8,96.92,108.53,90.79,113.03,106.61,7.8,8,8,6.6,6.6,6.8,8,6,1.6,946,20623.6484375
11503,0.6,5.8,21.2,6,5.1,33,29,0.23,0.95,99.48,97.01,99.3,99.1,98.3,100.45,93.59,102.75,7.8,7,7.4,7,8,7.4,7.8,8,1.8,1022,10093.962890625
16253,5.6,2.7,4.5,4.8,7.5,26.5,25.5,3.73,0.84,102.28,106.05,99.9,98.11,104.27,90.24,112.91,108.44,6.8,7,7.4,6.2,6,6.8,7.4,6.6,1.5,1058,8142.44921875
715,5.8,9.4,3.7,2,6,33.5,32,0.63,0,72.18,100.49,109.04,119.06,92.59,112.36,94.98,68.24,6.6,6.8,7.8,6.4,7.4,6.4,6.6,7.4,1.4,1016,18576.443359375
12977,3.4,2.7,22,3,1.6,31.5,25.5,0.25,1.03,100.39,97.7,98.8,102.1,98.11,103.22,95.69,105.56,6.2,6.4,7.4,7.8,7,6.6,7.8,7.8,1.8,948,12874.9892578125
7073,4.6,5.6,20.8,8,4,32,27,0.25,0.95,100.39,97.11,98.9,100.8,100.47,104.14,94.26,104.52,6.2,8,6.8,6.6,6.4,6.2,7,6.6,1.2,930,10784.404296875
8113,3.2,0.7,2.9,2.7,4.7,32,29.5,3.71,6.58,100,90.84,100.06,99.78,102.28,97.9,96.8,98.5,7.6,6.4,6.2,7.6,8,6.6,6,7,1.5,974,9487.361328125
4256,2.2,4.8,5.9,6.2,7,34.5,30,3.96,5.48,99,93.33,101.9,99.19,104.34,96.53,96.22,102,7.4,8,7,8,6.8,7.8,6,6.8,1.3,1030,7202.56103515625
7605,17.8,6.7,21.1,6.1,18.5,33,30,3.05,-8.58,94.66,97.41,97.9,97.22,101.61,100.2,100.89,99.97,6.4,7,7.8,6.6,7.6,7.6,6.8,7.6,1.7,1038,10700.005859375
8551,1.9,1.8,0.8,1.6,5.5,31,35,2.9,4.15,126.32,113.77,124.42,127.21,121.11,129.01,108.61,116.32,7,6,7,6.8,8,7.4,7.6,8,1.8,954,17941.361328125
10696,5.1,11.6,4.3,6.3,1.1,28.5,28.5,0,-3.82,117.38,113.06,89.32,103.35,97.71,122.31,82.67,91.02,6.6,7.2,8,6.4,8,6.8,6.6,6.2,1.8,1028,12270.5751953125
13871,8.2,13.7,17.1,12.4,10.4,34.5,31,0.31,-0.75,94.46,94.06,101.51,107.4,94.75,97.11,95.06,95.81,7.2,7.4,7,6.4,6,6.6,7,7,1.6,948,9345.126953125
3629,4.8,0.5,4.1,4.6,4.1,28.5,33,4.38,0.82,102.38,104.68,99.4,98.5,107.46,92.63,114.6,109.19,7.2,7.2,8,6.2,6.4,8,6.6,7,1.3,942,8009.81494140625
2429,3.6,4.7,15.2,7,2.4,29.5,30,2.79,1.72,98.6,99.57,104.52,105.16,104.53,99.69,100.1,98.4,7,7.4,7.2,6.4,6.4,7.2,6.4,7.8,1.8,934,11747.0947265625
3298,1.7,1.3,0.2,0.2,5.5,32,25,-3.25,0,63.57,97.18,105.06,104.02,100.38,100.38,99.98,60.92,6.2,7.8,6,7.8,6.4,7.4,8,6.2,1.3,940,12666.923828125
14756,1.2,2.5,5.5,1.9,11,28,32.5,3.26,0,67.37,98.98,102.52,93.07,109.84,101.5,101.7,99.88,6,7.8,6.2,7,7.6,7,7.4,7.4,1.6,950,15527.083984375
4548,19.3,4.6,22,6.7,15.5,31.5,31.5,3.67,-8.03,95.63,99.67,96.73,97.32,100.5,98.5,98.21,98.2,6.6,7.4,7.8,7.8,6.6,6.2,7.4,6.2,1.3,994,7676.265625
8611,5.1,2.4,5,1.5,4.1,29.5,26,4.38,0.79,103,107.1,101.6,98.8,105.76,90.15,113.48,107.14,8,7.6,6.2,6.6,7.2,7.6,7,6.4,1.6,1036,15839.75390625
13253,4.2,0.3,1.9,4,2.5,34.5,25.5,4.34,3.25,96.41,108.38,87.21,101.63,99.76,109.02,91.04,98.2,6.6,6.8,6.8,7.2,6.8,6.4,7.8,6.4,1.6,1026,20430.765625
14951,0.6,7.4,22.8,3.1,4.8,25,29,0.25,0.93,100.08,97.4,98.11,99,99.78,102.19,95.02,102.34,6.8,6,7.8,7,7,6,8,8,1.2,1056,6917.74658203125
3583,19.8,6.9,22.3,7.5,18.2,30.5,32,3.24,-7.58,96.3,98.1,99.27,97.51,102.01,97.71,100.89,98.79,8,6.4,7.2,6.4,8,6.2,7.8,6,1.5,980,10735.384765625
13571,4.8,12.3,3.9,6.8,1.5,35,26.5,0,-4.34,118.44,111.49,87.81,103.04,99.39,118.33,82.1,92.04,7,7.4,7.4,7.2,6.8,7.2,7.6,7.2,1.8,904,12833.3662109375
10686,7.7,4.6,3.2,2.7,1.4,32.5,34.5,3.79,4.12,98.7,94.46,104.85,100.5,103.83,103.33,93.51,97.12,8,7.2,8,6.6,7.2,6.4,8,6,1.7,1056,12207.6640625
8320,1.6,8.2,4.2,9.6,1.2,26,32,0,-3.85,117.85,112.5,87.72,104.19,97.81,120.26,80.79,92.78,7.4,7,6.4,6.2,6.2,7.6,7.2,6.2,1.8,968,10901.755859375
16997,8.4,5,14,4.8,8.8,27.5,28,3.04,-8.93,100.48,102.91,101.7,103.01,99.58,102.1,98,102.11,6,6.6,7.6,6.2,7.6,7.4,7.6,7,1.4,1032,13762.3984375
5519,16.3,7.1,21.6,6.7,15.5,33,25,3.68,-7.78,97.75,99.47,98.88,99.78,100.9,97.91,97.81,98.49,7.8,7.6,8,6.6,7.6,6.4,6.8,8,1.3,948,11229.71875
5305,9.1,5.1,12.9,7.8,9.9,30,31,2.51,-9.14,100.89,100.65,100.6,100.96,101.91,103.63,98.1,101.91,6,6.2,6.2,7.6,6.2,6.8,6.8,6.2,1.2,1038,6770.03125
13478,6.6,4.1,5.5,6.1,3.2,29.5,25,3.96,6.38,99.6,90.65,102.71,98.1,104.75,99.76,96.8,101.1,7,6.4,6.6,7.8,7.4,6.2,7.2,7.4,1.3,1004,5910.20361328125
13926,18.7,9.1,21.8,6.4,18.7,34,29.5,3.46,-8.53,94.57,98.39,99.27,99.58,102.31,99.6,97.31,99.87,7,6.6,7.2,6.6,7.8,6.6,7.8,6.6,1.8,936,10644.7578125
10964,2.4,0.7,5.4,1.5,6.2,34,26.5,3.6,0,68.04,99.47,101.6,94.11,108.84,99.2,100.9,100.37,7,8,6.6,7.4,6.2,6.6,7,6,1.7,1014,23102.65625
2701,9.9,13.8,26.3,13.4,6.6,25.5,28.5,-3.67,-4.66,100.19,97.12,101.96,101.69,96.52,94.68,109,106.07,7,6.8,6.8,7.4,7.4,8,6.8,6,1.3,934,10328.205078125
14225,5,5.8,20.7,3.8,3.4,28,26,0.26,0.93,102.92,98.08,100.39,100.8,100.47,100.55,94.06,106.08,7.2,7.2,6.6,7.6,7.4,6.2,6.6,6.4,1.7,974,9394.2744140625
7013,1.9,11.5,4.4,11.2,2,30.5,31,0,-3.82,115.74,110.25,89.59,105.96,98.01,119.17,80.7,93.61,7.4,6.4,6.2,6.2,7.4,6.6,8,6,1.6,918,10552.46875
11747,0.5,2.8,20.1,8.6,0.7,25,27,0.24,0.98,102.82,96.72,100.29,101.8,97.71,104.24,95.02,103.9,6,6.8,7,6,6.4,8,7,7,1.2,948,7864.9111328125
4537,0.5,6,22.8,3.8,4.4,31,26,0.26,0.97,100.69,97.11,97.71,99.1,98.11,102.3,94.26,104.42,7,6.2,7.2,6.2,6.6,6.4,7,7.8,1.7,976,10468.521484375
188,5.1,4.1,18.5,3.6,1,29.5,26.5,0.25,1,102.52,96.72,97.22,100.4,98.5,100.45,95.97,105.04,6.4,7.6,7.8,6.4,6.2,7.6,6.2,6.4,1.6,916,15958.669921875
6531,5.8,4.5,2.8,3.6,5.9,29,31,3.23,3.98,98.41,91.31,104.21,101.4,101.69,101.7,92.95,99.58,7.4,6.8,6.6,6.2,7.4,7,7.2,7.6,1.2,1018,10070.4150390625
7180,7.4,10.1,24.9,11.1,7.7,34.5,35,-3.34,-4.65,99.3,100.16,101.75,103.83,97.99,92.73,110.67,105.01,6,7.4,8,6.6,7.2,7,7.4,8,1.6,1002,14693.0458984375
16842,7.3,0.7,0.8,1.7,4.4,27,31.5,-3.02,0,65.06,95.15,103.82,103.71,103.23,101.09,98.4,61.41,7.4,7.6,6.6,6.4,7.6,6.8,7.4,6,1.8,910,19044.220703125
11686,15.3,5.9,17,6.5,13.8,25.5,32.5,3.18,-7.2,98.23,99.18,98.29,99.19,101.4,101.19,100.39,98.99,7.6,6.2,7.6,6.8,8,7.4,7,7.4,1.3,902,9606.1943359375
14882,5.1,0.3,2.6,2.9,7.1,35,30.5,-2.72,0,64.67,95.73,101.54,104.33,101.8,101.6,97.71,60.86,7.8,7.6,6,7.8,7,7,6,7.6,1.6,928,14234.2333984375
7170,7.9,4.6,16.8,6.8,6.6,29.5,30.5,2.69,1.84,100,97.51,104,105.26,101.53,98.5,99.4,101.1,6.8,7.6,7.8,6.6,7.4,6.4,6.6,6,1.8,1026,11280.8818359375
16082,4,3.4,1.7,1,6.1,27,26,4.3,2.93,97.86,105.81,84.56,103.19,99.66,106.76,89.05,100,7,6.8,7,6,6.4,6,7,7.6,1.5,1038,9452.8193359375
11970,7.9,11.2,9.6,7.9,8.4,28,32.5,20.28,-2.76,98.69,98.48,128.15,132.25,126.35,126.15,102.79,101.16,7.2,7,6.2,6.2,7.2,6,6.4,6.2,1.7,1050,23029.7578125
12842,3.6,4.4,4.8,3.2,5.9,25,33.5,3.72,0.78,101.25,105.42,98.7,99.48,108.1,93.45,113.48,109.19,7.2,6.6,6,6.2,7,6.4,7.2,7.8,1.2,1040,9469.22265625
3769,4.4,9.5,21.2,15.5,8.1,31.5,34.5,0.31,-0.87,97.72,93.3,102.01,105.4,94.85,97.89,92.98,95.62,7.2,7.8,7.8,6,7.4,7.2,6.6,7.8,1.6,968,8609.861328125
11916,2.1,3.6,0.5,2.9,4.9,29,25.5,3.86,5.39,98.9,92.96,102.2,98.3,102.49,97.12,97.48,101.4,7,6.4,8,6,7.6,7.8,7.2,7.4,1.2,1018,6010.01611328125
1240,5.5,10.3,1.1,10.1,1.4,34.5,34,0,-3.7,119.73,113.51,87.01,105.65,100.67,121.58,82.92,93.7,7.2,7.8,7,6,7.6,6,6.8,6.4,1.6,1056,12334.068359375
5620,3.6,3.2,2.3,3.5,3.6,32,35,3.91,1.61,98.8,97.27,97.21,100.29,102.78,98.9,97.22,100.09,8,7.6,7.2,6.8,7.2,8,7.8,7.4,1.8,1028,12984.4169921875
12824,1,11.2,1.4,1.7,3.6,26,27.5,0.62,0,69.77,103.02,110.34,119.43,92.5,114.05,93.94,66.41,6,6.4,6.4,7,6.4,7.8,6.6,6.8,1.4,912,11552.001953125
476,3.3,1.7,1.9,1.6,7.6,27.5,32.5,3.21,0,68.31,97.51,101.6,94.11,109.73,101.5,100.1,98.9,7,6.8,6.8,7.2,6.6,8,6.8,6.8,1.8,1026,13446.822265625
13447,3.5,1.7,10.4,3.1,9.8,27.5,31.5,2.96,-9.61,102.51,104.55,102,103.11,99.98,100.68,99,99.19,7.2,7.2,7.8,6.8,8,6,7.8,7.4,1.5,910,13607.9033203125
4097,3.9,6.7,1,3.6,2,26,27.5,2.14,-5.1,98.4,99.18,100.29,101.79,106.18,97.9,105.26,102.47,7.4,6.4,7,6,6.2,6.8,6.4,7,1.6,1006,6886.47412109375
14926,5.4,0.8,5.3,2.1,6.7,33,33.5,4.12,0.86,104.44,104.78,98.2,97.32,105.55,92.81,112.91,105.74,7.8,6.4,6.2,8,7.4,8,7.8,6.2,1.7,1004,25194.1640625
3991,4.5,3.6,1.5,1.6,6,27,32,4.36,3.21,98.05,106.99,86.18,103.81,99.66,108.05,91.77,101.3,7,8,7.4,6.6,6.8,6.4,7.4,7.6,1.8,936,11900.5419921875
15273,9.2,4.4,9.8,8.5,7.9,26,28,2.65,-8.6,103.12,103.21,101.6,101.98,103.12,99.86,101.3,101.91,6.6,7.4,7.8,7,6.6,6.6,7.4,7,1.3,952,6473.451171875
3594,5.3,1.5,5.6,2.6,5.7,26,29.5,3.39,0,66.97,99.56,99.98,95.71,111.05,99.8,99.2,96.73,7.4,6.2,8,7,6.6,7.6,6.4,6,1.6,1036,19624.12109375
6522,2.5,7.3,22.9,4.8,2.5,33.5,30,0.27,1.02,100.39,96.43,98.31,99.8,98.3,103.83,93.59,105.46,7.4,8,7.8,6.2,7.6,6.8,7.6,7,1.6,902,9699.787109375
6724,2.6,4.9,23.2,8.6,0.2,29.5,32.5,0.27,1.05,102.41,99.45,99.5,101.1,98.3,104.04,93.87,104.73,6.2,6.2,6.6,7.4,6.8,7.4,7.2,7,1.5,994,7486.92138671875
15336,2.5,3.3,4.2,0.8,7.9,26.5,32.5,4.02,0.87,101.87,106.78,99.9,97.52,108.21,93.45,112.8,106.39,7,7.8,8,7.2,7.6,8,7.8,8,1.7,962,13782.0966796875
3421,5.4,3.1,19,3.2,5,27.5,28,0.27,1.04,103.22,95.84,97.81,100.8,98.21,104.55,96.54,105.98,6.2,7,8,7.8,7.4,7.4,6.4,8,1.4,984,9864.4052734375
11995,4.1,3.1,0.9,3.4,3.2,28.5,28.5,4.38,3.3,97.57,106.99,86.78,102.25,97.12,108.69,91.77,101.9,7.4,6.8,6,7.6,6.6,8,6.4,7.8,1.2,1052,6101.44091796875
11909,6.9,4.1,1.5,1.8,6.4,35,30.5,3.73,4.1,99.4,91.96,103.9,99.5,102.3,102.11,94.17,96.73,7.6,6.2,7,8,7.6,7.2,7.8,7.4,1.7,994,15936.560546875
7403,4,7.3,16.4,6.7,7.2,26.5,25.5,2.38,1.78,98.51,97.51,102.65,104.43,104.12,99.49,99.8,99.6,8,7.8,6.8,6,6.4,7.4,6,6,1.6,964,13730.70703125
4641,10.3,13,25.5,10.7,6.3,31.5,29.5,-3.85,-4.96,98.31,96.83,102.99,100.25,96.52,91.42,109.67,104.48,6.6,8,7.4,7.8,6.8,7,6.6,8,1.4,904,6399.6025390625
11321,5.5,3.8,3.4,2.9,1.4,28,27,4.04,1.59,97.91,95.05,98.78,99.99,101.33,100.69,98.78,97.52,6.4,6.6,6.6,6.8,7,6.2,6.6,6.8,1.6,1032,14180.2099609375
12556,6.4,12.3,22.4,12.8,9.9,33,33.5,0.33,-0.72,94.27,96.91,102.21,106.45,95.33,97.5,94.59,94.21,6.2,8,6.6,6.6,6.6,7,6.4,7,1.4,938,7094.314453125
2917,5.9,0.3,3.3,1.3,4.7,27,35,4.39,5.77,100.7,94.35,103.02,98.6,104.65,97.61,98.45,98.4,6.2,6.8,6.4,6.2,7.6,6.6,7,7.6,1.3,1004,8912.0947265625
255,6.6,2.6,3.6,4.9,4.3,29,32,3.59,0.8,101.15,105.63,101,98.99,106.4,91.07,110.77,108.44,6.8,7.8,6,6.2,6.2,6.8,7.2,7.4,1.4,976,12011.41015625
15795,7.2,13.1,20.2,13,10.4,35,25,0.32,-0.76,96.66,96.82,99.39,103.61,96.86,99.36,95.72,93.17,6.8,7.2,7.4,7,8,7.2,6.2,6.6,1.6,942,13692.501953125
11764,5.2,2.4,2.7,0.9,1.8,27,28.5,-3.04,0,65.84,97.95,104.75,104.95,101.4,101.09,97.52,59.47,7.2,7.8,6.2,6.2,7.2,6.8,7.4,6,1.4,1044,13602.42578125
